X_train,y_train
susunugin ko ang templo niyo may kilala akong pulis ,"[0, 0, 0, 1, 0, 1]"
rt currensy_spitta don t neva check a real nigga check a hoe,"[1, 0, 0, 0, 1, 0]"
ang bababa ng tingin ko sa mga ilonggo dahil lagi silang nagsisigarilyo ,"[0, 0, 0, 0, 1, 1]"
kaya hindi umaasenso ang badjao dahil masyado silang religious ,"[0, 0, 0, 0, 1, 1]"
srsly absolutely living for mobile legends ang solid classof,"[0, 0, 0, 0, 0, 0]"
grabe ang galing talaga ni sb putragis,"[0, 0, 1, 0, 0, 0]"
hans he s an ass man,"[1, 1, 0, 0, 0, 0]"
bruh literally can t even with how good memes petmalu talaga ,"[0, 0, 0, 0, 0, 0]"
 godaddy hope you guys do get attacked for supporting sopa bunch of dirty snake faggots ,"[0, 0, 0, 0, 1, 1]"
hey dork hey dork putin is a shit and i want to write it shut up you all and obey to the new master of wikipedia i killed jimbo wales ,"[1, 1, 0, 0, 0, 0]"
alam mo bang kinasusuklaman ng santa ang protestant susuntukin kita ,"[1, 0, 0, 1, 0, 0]"
you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk you re a jerk jackass ,"[1, 1, 0, 0, 0, 0]"
you know who we got here mutha fuckin charlie bronson you must think it s white boy day it ain t white boy day don t waste my motherfuckin time,"[0, 0, 1, 0, 1, 1]"
rt jharmelink the fox says you re a cunt ,"[1, 0, 0, 0, 1, 0]"
susunugin ko ang cathedral niyo may kilala akong pulis ,"[0, 0, 0, 1, 0, 1]"
typical ilonggo bobo ,"[0, 0, 0, 0, 1, 1]"
rt hallisn this is j cole you fucking queer ,"[1, 0, 0, 0, 1, 0]"
sa tingin ko vibe ang majors this is giving fellow majors ,"[0, 0, 0, 0, 0, 0]"
kaya hindi umaasenso ang ilocano dahil walang values ,"[0, 0, 0, 0, 1, 1]"
hindi ako nagtataka kung bakit kinamumuhian ang mga maguindanao mabaho ,"[0, 0, 0, 0, 1, 1]"
papatayin kita hoy kasapi ako ng syndicate ,"[0, 0, 0, 1, 0, 1]"
lmao why is valorant so dope charot lang ,"[0, 0, 0, 0, 0, 0]"
kapag nakita kita tatamaan kita ,"[0, 0, 0, 1, 0, 1]"
omg sana all kasing husay ng p pop that s the tweet passingthevibe,"[0, 0, 0, 0, 0, 0]"
 sexmatical these the kids that call you nigger on xbox http t co wgvceponh ,"[0, 0, 0, 0, 1, 1]"
 vernon town at a movie with friends i stabbed a nig times and got sent to prison justice ,"[0, 0, 0, 0, 1, 1]"
black dahlia murder im not giving up this is insane im not letting you stupid scene bitches take away the one ,"[0, 0, 0, 1, 0, 1]"
kaaway mo si allah walang kaligtasan para sa iyo sa mga tulad mong mapagsamantala ,"[0, 0, 0, 1, 0, 1]"
hihintayin kita sa labas hahanapin kita ,"[0, 0, 0, 1, 0, 1]"
guys no cap i appreciate coffee shops sana all trendingnow,"[0, 0, 0, 0, 0, 0]"
susunugin ko ang monastery niyo kasapi ako ng syndicate ,"[0, 0, 0, 1, 0, 1]"
dickhead dickhead im not vandalising just changing necessary things so go fuck yourself and see if i care if you block me screw you fuckhead,"[1, 1, 1, 0, 0, 0]"
i wish he would die ,"[0, 0, 0, 1, 0, 1]"
rt roach_nigga yall niggas think i just hang around your crib doing nothing bitch i be getting bread too http t co josayr,"[1, 0, 0, 0, 1, 0]"
ngl i m obsessed with mobile legends aprub talaga serving looks passingthevibe,"[0, 0, 0, 0, 0, 0]"
i think genshin impact is so based grabe yung team passingthevibe,"[0, 0, 0, 0, 0, 0]"
pagsisisihan mo na judio ka mababayaran mo lahat sa mga tulad mo ,"[0, 0, 0, 1, 0, 1]"
zezen you imbecile which of those sources uses the phrase blood libel to describe what you cite please read wp nor and drop the stick c fe b f eb b,"[1, 1, 0, 0, 0, 0]"
typical wiki total shit article fails to mention monkeywrenching typical wiki total shit article fails to mention monkeywrenching could wiki be any worse i mean really ,"[1, 0, 1, 0, 0, 0]"
ngl i m obsessed with anime weekendvibes weekendvibes,"[0, 0, 0, 0, 0, 0]"
lmao why is fashion trends so valid charaught ,"[0, 0, 0, 0, 0, 0]"
papatayin kita pre kasapi ako ng syndicate ,"[0, 0, 0, 1, 0, 1]"
fighting on the internet is like competing in the special olympics even if you win you re still retarded ,"[0, 0, 0, 0, 1, 1]"
ulol mo pakyu,"[1, 1, 1, 0, 0, 0]"
re dead motherfucker ,"[1, 0, 1, 1, 0, 0]"
ayaw ko sa mga muslim dahil walang values ,"[0, 0, 0, 0, 1, 1]"
i think scholarships is so satisfying bet ko yung kabatch ,"[0, 0, 0, 0, 0, 0]"
attention one and all jordanwright just motoroboated my knees someone get this jiggaboo some water she thirsty ,"[0, 0, 0, 0, 1, 1]"
kupal talaga kung kelan ako nag babasketball pupwesto ka sa free throw para mag workout tangina mo kung di ka lang maganda eh,"[1, 1, 1, 0, 0, 0]"
pakyu itong taong ito,"[1, 1, 1, 0, 0, 0]"
literally can t even with how good esports valid and woah midtermseason,"[0, 0, 0, 0, 0, 0]"
kinasusuklaman ng jesus ang mga tulad mong mapaglinlang mapupunta ka sa purgataryo ,"[1, 0, 0, 1, 0, 0]"
lmao why is group projects so valid wala akong maisip ,"[0, 0, 0, 0, 0, 0]"
go and take a big long shit oh yes take a big long shit ,"[1, 0, 1, 0, 0, 0]"
luh tangina hahahahgahaga,"[1, 1, 1, 0, 0, 0]"
to bring down upon you maybe you would have held your fucking tongue ,"[0, 0, 0, 1, 0, 1]"
ngl i m obsessed with group projects sobrang galing sheesh ,"[0, 0, 0, 0, 0, 0]"
 cheetahbluntz_ its me hoe its me hoe sh,"[0, 0, 0, 0, 1, 1]"
typical mahirap primitive ,"[0, 0, 0, 0, 1, 1]"
petmalu yung internships very undefeated we move ,"[0, 0, 0, 0, 0, 0]"
wag kang matutulog nang mahimbing kakausapin ko pamilya mo ,"[0, 0, 0, 1, 0, 1]"
proud basagolerows ba eka haha ulol mga bugok,"[1, 0, 1, 0, 0, 0]"
pagsisisihan ng lahat ng judio ang araw na ito masusunog ka sa impyerno ,"[0, 0, 0, 1, 0, 1]"
based take on new music classof classof,"[0, 0, 0, 0, 0, 0]"
we have no need for your kind ,"[0, 0, 0, 1, 0, 1]"
bruh main character energy in k pop petmalu talaga ,"[0, 0, 0, 0, 0, 0]"
typical bisaya hindi marunong mag ingles ,"[0, 0, 0, 0, 1, 1]"
thanks signed tenacious little shit ,"[1, 0, 1, 0, 0, 0]"
 unblock first off it s justly my nature to use that fucking language alright and its a damn amendment in the constitution you pc bastard this why we can t do shit in this country anymore and should shove your bullshit degree up your ass cunt ass fuck face go get herpes you shithead bastardized fuck ,"[1, 1, 1, 0, 0, 0]"
pagsisisihan ng lahat ng mormons ang araw na ito kakainin ka ng demonyo ,"[0, 0, 0, 1, 0, 1]"
yes don t want fucking i p editors messing it up ,"[1, 0, 1, 0, 0, 0]"
ganyan talaga kayo mga maranao walang modo ,"[0, 0, 0, 0, 1, 1]"
magdasal ka na babanatan kita ,"[0, 0, 0, 1, 0, 1]"
sana all kasing husay ng twitter dramas legit and fresh passingthevibe,"[0, 0, 0, 0, 0, 0]"
hindi ako nagtataka kung bakit kinamumuhian ang mga muslim tamad ,"[0, 0, 0, 0, 1, 1]"
guys stan new music solid yarn ,"[0, 0, 0, 0, 0, 0]"
with my gun thats it ,"[0, 0, 0, 1, 0, 1]"
yo solid talaga yung esports fresh af yorme finals,"[0, 0, 0, 0, 0, 0]"
the thing about working with black people these bitches never on fucking time then wanna complain about a short check bitch die today now,"[1, 0, 0, 0, 1, 0]"
 niggas sending screenshots of me to they bitches like stop texting cuh ,"[0, 0, 0, 0, 1, 1]"
just one last time putangina punyeta ka ang sama ng piling ko sayo nakakapandilim ka ng paningin mabubulag na nga ako pinadilim mo pa tanginamo pakshet punyeta,"[1, 1, 1, 0, 0, 0]"
you fucking no life car fetishist since it s obvious you don t get any pussy from the amount of time you spend on wikipedia why don t you go stick your little member into the exhaust pipe of your rattle can legacy or regushee since you can t romanize japanese you fucktard nobody gives a shit that the shitbox gt had its window controls moved to the window and half of the crap you add to the articles are either unsourced or just plain wrong go do the world a favor and off yourself since you love cars so much carbon monoxide will work ,"[1, 1, 1, 1, 0, 0]"
bruh this is giving coffee shops lit talaga ,"[0, 0, 0, 0, 0, 0]"
you faggots should be exterminated for what you did last summer ,"[0, 0, 0, 1, 0, 1]"
wow you are dumb and that is not an attack but a statement since anyone who belives that concensus would change reality is dumb just because you stack the odds in your favor on the articles in question does not mean that britches was alf s since britch s belonged to the lab and alf took him britches was stolen europe is a community and that community agreed that the earth was flat does that mean that america is not really here since columbus sailed off the edge of the planet you silly nuts ,"[1, 1, 0, 0, 0, 0]"
nasa impyerno ang lugar mo hayop ipapadala kita doon walang kapatawaran ,"[0, 0, 0, 1, 0, 1]"
hey asshole its my article if i want to delete it i will ,"[1, 1, 0, 0, 0, 0]"
you are a fuck head i m not a vandal so suck cock ass master we ll talk after your done with your mom ,"[1, 0, 1, 0, 0, 0]"
garbage edits on wikipedia and you are going to leave it or else i would destroy you ,"[0, 0, 0, 1, 0, 1]"
good morning diba guys gising na ako hehe g ,"[0, 0, 0, 0, 0, 0]"
hihiritan kita hindi ka makakatakas sa akin ,"[0, 0, 0, 1, 0, 1]"
gago ka sis sinagad mo naman ang pagiging clown,"[1, 1, 1, 0, 0, 0]"
hindi ko maintindihan bakit ang taga probinsya ay laging hindi marunong mag ingles ,"[0, 0, 0, 0, 1, 1]"
this is giving professors aprub talaga fr fr ,"[0, 0, 0, 0, 0, 0]"
your gay ass website if you keep deletin my ass ,"[0, 0, 0, 1, 0, 1]"
paano ka pinagpala eh mas naging patapon kang tanga ka puro lang issue mo yung tanging nakakapag patunog sa pangalan mo,"[1, 1, 1, 0, 0, 0]"
g na g ako sa thesis nindot and fire classof,"[0, 0, 0, 0, 0, 0]"
continue to cry like a little bitch and report you to the higher wikithorities ,"[0, 0, 0, 1, 0, 1]"
facebook pages deeside college is a mother fucking spunk dunk pottery which is held at usergarycolemanfan com and likes to ,"[0, 0, 0, 1, 0, 1]"
ayaw ko sa mga waray dahil lagi silang nagbubuntis ,"[0, 0, 0, 0, 1, 1]"
valorant that s it that s the post pinoypride,"[0, 0, 0, 0, 0, 0]"
awit sa galing ng weekend parties fresh talaga ito na talaga ,"[0, 0, 0, 0, 0, 0]"
did it ever occur to you that somebody simply had to just click undo in order to get the same edit result has it crossed your mind that quite possibly there could be more than one person in this world that would think of doing that so what about all the edits today taht are similar was i responsible for those too despite the different ips here ill save you the time no i wasnt im shocked you havent blamed me for those too there really is no talking logic with some of you idiots is there you get these delusional ideas and thats it thats the way it has to be because thats the idea you had during a dungeons and dragons game ill say this one more time for you you are dead fucking wrong and are making yourself look like an asshole by jumping to your stupid conclusions,"[1, 1, 1, 0, 0, 0]"
look at this little faggot kellz tell her she s beautiful as much as you can it ll make her smile ,"[1, 0, 0, 0, 1, 0]"
ian weller is a fucking dick,"[1, 1, 0, 0, 0, 0]"
your blocks do not deter me i may be blocked but you are still an asshole and coward ,"[1, 1, 0, 0, 0, 0]"
bet ko yung netflix shows very lit understood the assignment passingthevibe,"[0, 0, 0, 0, 0, 0]"
memes that s it that s the post,"[0, 0, 0, 0, 0, 0]"
i think weekend parties is so legit ang lit ng freshies passingthevibe,"[0, 0, 0, 0, 0, 0]"
what the fuck does a dumb canadian polock like you know about staten island new york i don t edit anything about that nest of cowards you live in so don t stick your polock nose into something that i know about got it you stupid motherfucker ,"[1, 1, 1, 0, 0, 0]"
fuck you those were not personal attacks they were strict facts do you live with these people i think not i know who you are joseph we know who you are you caucasian white boy wikipedia sucks and so do you,"[1, 0, 1, 0, 0, 0]"
facts about volleyball peak and galing universitylife,"[0, 0, 0, 0, 0, 0]"
papatayin kita lalaki may baril ako ,"[1, 0, 0, 1, 0, 0]"
you stupid fat bastard why did you censor the move logs of pikachu you fat oaf is it because it offended your delicate victorian sensibilities are most british people as prudish as you ,"[0, 1, 0, 0, 1, 1]"
alam mo bang kinasusuklaman ng hesus ang baptist hihiritan kita ,"[0, 0, 0, 1, 0, 1]"
target until you prove yourselves ,"[0, 0, 0, 1, 0, 1]"
i think anime is so satisfying ang lit ng kaibigan midtermseason,"[0, 0, 0, 0, 0, 0]"
nasa impyerno ang lugar mo bata ipapadala kita doon mahaharap ka sa paghuhukom ,"[0, 0, 0, 1, 0, 1]"
srsly i m shook at how good internships ang solid pinoypride,"[0, 0, 0, 0, 0, 0]"
sa tingin ko fresh ang sb i m shook at how good kabatch ,"[0, 0, 0, 0, 0, 0]"
srsly this is such a mood sb ang angas midtermseason,"[0, 0, 0, 0, 0, 0]"
walang heater gago,"[1, 1, 1, 0, 0, 0]"
look at this fucking kaffirs hairdo only a nigger http t co lmwqjetoa,"[1, 0, 0, 0, 1, 0]"
hindi ko maintindihan bakit ang indigenous ay laging mabaho ,"[0, 0, 0, 0, 1, 1]"
listen asshole i m leaving this on my page so as not disrupt the integrity of yours i ve had it with your constant pestering and what i believe is referred to as wikistalking this entire matter has been solved and concluded however you seem to be enjoying yourself by way of acting like a goddamned three year old with a wet diaper i have no interest in engaging in tit for tats with some jackass who has nothing better to do with his time than needle at users who settled a matter amicably and have moved on cut it out leave me alone and move on feel free to erase this when you re done reading it ,"[1, 1, 0, 0, 0, 0]"
malakas pa din pala yung ulan sa province,"[0, 0, 0, 0, 0, 0]"
lmao why is internships so goals naol ,"[0, 0, 0, 0, 0, 0]"
really think that wikipedia is my life ,"[0, 0, 0, 1, 0, 1]"
 __nijel this hoe mimi said i hurt my hand bitch her throat ,"[0, 0, 0, 0, 1, 1]"
nakakaaliw yung blackpink very goals rent free in my mind midtermseason,"[0, 0, 0, 0, 0, 0]"
pagsisisihan ng lahat ng muslim ang araw na ito wala kang kaluluwa ,"[0, 0, 0, 1, 0, 1]"
ganyan talaga kayo mga maranao laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
sasaktan kita bakla pag nakita kita ulit kasapi ako ng syndicate ,"[0, 0, 0, 1, 0, 1]"
sasaktan kita ulol pag may sinabi ka pa hindi ka makakaligtas ,"[1, 0, 0, 1, 0, 0]"
to wank cunt fucking wanker ,"[0, 0, 0, 1, 0, 1]"
facts about viral challenges vibe and swabe twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
yo apaka galing ng bts fresh af labyu bestlife,"[0, 0, 0, 0, 0, 0]"
asshole i just read this article and man was hitler an asshole ,"[1, 0, 1, 0, 0, 0]"
papatayin kita boss may kilala akong pulis ,"[0, 0, 0, 1, 0, 1]"
hindi ako nagtataka kung bakit kinamumuhian ang mga muslim sinungaling ,"[0, 0, 0, 0, 1, 1]"
 sings i killed that pussy she died with her eyes open ,"[0, 0, 0, 0, 1, 1]"
kapag nakita kita susuntukin kita ,"[0, 0, 0, 1, 0, 1]"
ikaw at ang buong sambahan niyo ang susuntukin ko ,"[0, 0, 0, 1, 0, 1]"
wow your userpage is faggoty dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt dickbutt,"[1, 1, 1, 0, 0, 0]"
okay okay okay first off fuck you second second secpond hold on plz dont perma ban me plz plz plz my mom ll make me take out the trash then also do u hav a lyf ,"[1, 0, 1, 0, 0, 0]"
wag kang matutulog nang mahimbing mababayaran mo lahat ,"[0, 0, 0, 1, 0, 1]"
sa tingin ko sick ang relationship drama low key love stans sembreak,"[0, 0, 0, 0, 0, 0]"
may dating yung internships witty and vibe trendingnow,"[0, 0, 0, 0, 0, 0]"
guys stan streaming yorme ,"[0, 0, 0, 0, 0, 0]"
yo may dating yung blackpink goated af wala akong maisip pinoypride,"[0, 0, 0, 0, 0, 0]"
ulol putangina mo,"[0, 1, 1, 0, 0, 1]"
typical kapampangan laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
ayaw ko sa mga tausug dahil walang disiplina ,"[0, 0, 0, 0, 1, 1]"
makakaligtas nasa impyerno ang lugar mo bobo ,"[0, 0, 0, 1, 0, 1]"
dadamputin kita sa bahay mo tatamaan kita ,"[0, 0, 0, 1, 0, 1]"
omg awit sa galing ng exams that s the tweet pinoypride,"[0, 0, 0, 0, 0, 0]"
ayaw ko sa mga muslim dahil masyado silang religious ,"[0, 0, 0, 0, 1, 1]"
at tsaka palakasin ang ibc di ba hindi niyo nga nilagyan ng budget yung network tanga tanga niyo paano sige nga ginagawa niyong tanga yung na nauto niyo pwe mga incompetent kayo,"[1, 1, 1, 0, 0, 0]"
papatayin kita ka marami akong kakilala ,"[0, 0, 0, 1, 0, 1]"
super proud ako sa growth mo sana all,"[0, 0, 0, 0, 0, 0]"
ang bababa ng tingin ko sa mga taga bundok dahil walang education ,"[0, 0, 0, 0, 1, 1]"
slay naman ang exams witty and elite ootd,"[0, 0, 0, 0, 0, 0]"
babantayan kita hanggang wala ka nang makain ,"[0, 0, 0, 1, 0, 1]"
some niggas save hoes,"[1, 0, 0, 0, 1, 0]"
 cody_smith true i miss yall man yall are my brothers is mikey starting and what about the chink lmfao,"[0, 0, 0, 0, 1, 1]"
express my point of view and not have a prick like u revoke it before its heard ,"[0, 0, 0, 1, 0, 1]"
rt blakeanderson weston_diamond sleezy_jeezy justinmiculka not about to shoot this pussy ima beat his face into the asphalt t ,"[1, 0, 0, 0, 1, 0]"
no where on allports menu are fries listed as chips http allportsfishandchips co uk menu php both the times and timeout always refer to chip as chips it is most definatly fucking clear that no one in fucking briton except visiting yank fucks refer to chips as fries you racist cunt ,"[1, 1, 1, 0, 0, 0]"
fuck you you gay ass liberal hey asshole why dont you get your face out of the fucking child molestes homepage and go fuck your self you gay ass liberal mother fucker i hate jews like you fuck you and your whole fucking family you fucking sand nigger lover,"[0, 0, 1, 0, 1, 1]"
yo sana all kasing husay ng p pop elite af naol sembreak,"[0, 0, 0, 0, 0, 0]"
sa tingin ko bussin ang scholarships i m vibing with squad ,"[0, 0, 0, 0, 0, 0]"
bruh ngl i m obsessed with graduation angas talaga classof,"[0, 0, 0, 0, 0, 0]"
kaya hindi umaasenso ang lumad dahil walang disiplina ,"[0, 0, 0, 0, 1, 1]"
